Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst58,1,190.6,0.913
Standard,Inst58,2,232.6,0.887
Standard,Inst58,3,198,0.902
Standard,Inst58,4,197.9,0.907
Standard,Inst58,5,218.7,0.907
Standard,Inst58,6,194.2,0.919
Standard,Inst58,7,230.3,0.913
Standard,Inst58,8,187.9,0.897
Standard,Inst58,9,224.5,0.901
Standard,Inst58,10,200.6,0.923
Standard,Inst58,11,184.7,0.904
Standard,Inst58,12,172.7,0.902
Standard,Inst58,13,208.1,0.942
Standard,Inst58,14,206,0.862
Standard,Inst58,15,192.5,0.898
Standard,Inst58,16,225.2,0.869
Standard,Inst58,17,206.3,0.958
Standard,Inst58,18,208.3,0.869
Standard,Inst58,19,202.7,0.9
Standard,Inst58,20,215.3,0.929
Standard,Inst58,21,239,0.908
Standard,Inst58,22,201.8,0.896
Standard,Inst58,23,224.7,0.91
Standard,Inst58,24,171.6,0.887
Standard,Inst58,25,204.3,0.926
Standard,Inst58,26,196.6,0.9
Standard,Inst58,27,212.1,0.916
Standard,Inst58,28,194.3,0.877
Standard,Inst58,29,197.5,0.906
Standard,Inst58,30,190.9,0.926
Standard,Inst59,1,178.4,0.949
Standard,Inst59,2,130,0.936
Standard,Inst59,3,162.1,0.927
Standard,Inst59,4,158.1,0.9
Standard,Inst59,5,168.9,0.918
Standard,Inst59,6,178.5,0.891
Standard,Inst59,7,150.6,0.907
Standard,Inst59,8,170.5,0.932
Standard,Inst59,9,175.2,0.924
Standard,Inst59,10,145.4,0.915
Standard,Inst59,11,176.6,0.94
Standard,Inst59,12,160.5,0.95
Standard,Inst59,13,147.4,0.956
Standard,Inst59,14,174.7,0.922
Standard,Inst59,15,162.5,0.953
Standard,Inst59,16,153.3,0.926
Standard,Inst59,17,157.7,0.959
Standard,Inst59,18,148.3,0.929
Standard,Inst59,19,153.6,0.902
Standard,Inst59,20,171,0.858
Standard,Inst59,21,173.9,0.935
Standard,Inst59,22,170.9,0.948
Standard,Inst59,23,129.1,0.91
Standard,Inst59,24,156.6,0.915
Standard,Inst59,25,157.2,0.923
Standard,Inst59,26,153.1,0.899
Standard,Inst59,27,159,0.928
Standard,Inst59,28,131.8,0.909
Standard,Inst59,29,154.6,0.898
Standard,Inst59,30,157.9,0.905
Standard,Inst60,1,171.3,0.905
Standard,Inst60,2,164.5,0.939
Standard,Inst60,3,159.2,0.943
Standard,Inst60,4,164,0.905
Standard,Inst60,5,163.6,0.931
Standard,Inst60,6,175.1,0.902
Standard,Inst60,7,166.1,0.907
Standard,Inst60,8,195.6,0.912
Standard,Inst60,9,147.5,0.93
Standard,Inst60,10,191.5,0.936
Standard,Inst60,11,172.8,0.912
Standard,Inst60,12,173,0.91
Standard,Inst60,13,180.4,0.931
Standard,Inst60,14,176.7,0.943
Standard,Inst60,15,175.6,0.904
Standard,Inst60,16,188.5,0.932
Standard,Inst60,17,153.9,0.916
Standard,Inst60,18,187.8,0.945
Standard,Inst60,19,155.1,0.938
Standard,Inst60,20,176,0.926
Standard,Inst60,21,164.9,0.921
Standard,Inst60,22,203.8,0.922
Standard,Inst60,23,196.4,0.928
Standard,Inst60,24,168.9,0.889
Standard,Inst60,25,202.9,0.889
Standard,Inst60,26,173.7,0.897
Standard,Inst60,27,161.6,0.939
Standard,Inst60,28,175.2,0.916
Standard,Inst60,29,162.1,0.923
Standard,Inst60,30,172.9,0.913
Standard,Inst61,1,227.9,0.893
Standard,Inst61,2,193.1,0.914
Standard,Inst61,3,186.6,0.882
Standard,Inst61,4,227.6,0.913
Standard,Inst61,5,194.6,0.903
Standard,Inst61,6,161.1,0.913
Standard,Inst61,7,203.4,0.897
Standard,Inst61,8,210.2,0.903
Standard,Inst61,9,225.7,0.932
Standard,Inst61,10,216.3,0.921
Standard,Inst61,11,210,0.897
Standard,Inst61,12,173.1,0.931
Standard,Inst61,13,166.6,0.913
Standard,Inst61,14,197.2,0.924
Standard,Inst61,15,162,0.896
Standard,Inst61,16,203.1,0.894
Standard,Inst61,17,189,0.868
Standard,Inst61,18,182.1,0.885
Standard,Inst61,19,197.4,0.932
Standard,Inst61,20,181.2,0.901
Standard,Inst61,21,191.1,0.922
Standard,Inst61,22,185.1,0.899
Standard,Inst61,23,179.2,0.879
Standard,Inst61,24,201.5,0.879
Standard,Inst61,25,196.4,0.92
Standard,Inst61,26,159.1,0.919
Standard,Inst61,27,178.6,0.92
Standard,Inst61,28,158,0.922
Standard,Inst61,29,178.1,0.899
Standard,Inst61,30,167.6,0.906
Standard,Inst62,1,150.2,0.95
Standard,Inst62,2,121.4,0.912
Standard,Inst62,3,186.2,0.96
Standard,Inst62,4,148.7,0.968
Standard,Inst62,5,129,0.928
Standard,Inst62,6,144.8,0.92
Standard,Inst62,7,142.8,0.915
Standard,Inst62,8,174.5,0.959
Standard,Inst62,9,158.6,0.896
Standard,Inst62,10,186.6,0.948
Standard,Inst62,11,169.1,0.952
Standard,Inst62,12,165.3,0.929
Standard,Inst62,13,164.8,0.972
Standard,Inst62,14,160.1,0.94
Standard,Inst62,15,145.7,0.931
Standard,Inst62,16,137.5,0.944
Standard,Inst62,17,170.4,0.939
Standard,Inst62,18,172.2,0.959
Standard,Inst62,19,145.2,0.914
Standard,Inst62,20,143.9,0.932
Standard,Inst62,21,137.9,0.932
Standard,Inst62,22,180.8,0.913
Standard,Inst62,23,172.1,0.938
Standard,Inst62,24,136,0.934
Standard,Inst62,25,145.1,0.922
Standard,Inst62,26,134.8,0.92
Standard,Inst62,27,158.1,0.926
Standard,Inst62,28,159,0.975
Standard,Inst62,29,159.7,0.932
Standard,Inst62,30,156.3,0.944
Standard,Inst63,1,172.1,0.904
Standard,Inst63,2,198.1,0.9
Standard,Inst63,3,191.1,0.927
Standard,Inst63,4,208.2,0.937
Standard,Inst63,5,189.5,0.924
Standard,Inst63,6,231.5,0.92
Standard,Inst63,7,211.9,0.903
Standard,Inst63,8,179.9,0.906
Standard,Inst63,9,195.5,0.896
Standard,Inst63,10,199.5,0.905
Standard,Inst63,11,175.5,0.898
Standard,Inst63,12,159.9,0.908
Standard,Inst63,13,199.4,0.937
Standard,Inst63,14,197.6,0.928
Standard,Inst63,15,147,0.933
Standard,Inst63,16,223.6,0.91
Standard,Inst63,17,199.5,0.928
Standard,Inst63,18,165.2,0.912
Standard,Inst63,19,222.6,0.916
Standard,Inst63,20,179.1,0.919
Standard,Inst63,21,191.3,0.944
Standard,Inst63,22,184.5,0.885
Standard,Inst63,23,195.7,0.92
Standard,Inst63,24,190.3,0.92
Standard,Inst63,25,205.8,0.942
Standard,Inst63,26,222.9,0.922
Standard,Inst63,27,218.6,0.912
Standard,Inst63,28,195.5,0.925
Standard,Inst63,29,158.4,0.93
Standard,Inst63,30,202.7,0.957
Standard,Inst64,1,160.2,0.901
Standard,Inst64,2,192.1,0.921
Standard,Inst64,3,180.8,0.916
Standard,Inst64,4,156.9,0.938
Standard,Inst64,5,142.2,0.922
Standard,Inst64,6,138.4,0.927
Standard,Inst64,7,174.2,0.932
Standard,Inst64,8,180.1,0.919
Standard,Inst64,9,183,0.911
Standard,Inst64,10,185,0.951
Standard,Inst64,11,172.5,0.888
Standard,Inst64,12,155.1,0.919
Standard,Inst64,13,144.6,0.885
Standard,Inst64,14,157.2,0.943
Standard,Inst64,15,165.8,0.904
Standard,Inst64,16,199.9,0.919
Standard,Inst64,17,157.7,0.978
Standard,Inst64,18,135.1,0.915
Standard,Inst64,19,168.3,0.904
Standard,Inst64,20,181,0.911
Standard,Inst64,21,165,0.904
Standard,Inst64,22,177.6,0.929
Standard,Inst64,23,181.2,0.885
Standard,Inst64,24,176.1,0.91
Standard,Inst64,25,171,0.909
Standard,Inst64,26,188,0.958
Standard,Inst64,27,153.8,0.915
Standard,Inst64,28,160.9,0.906
Standard,Inst64,29,182.2,0.904
Standard,Inst64,30,169.8,0.908
Standard,Inst65,1,125.6,0.909
Standard,Inst65,2,115.7,0.937
Standard,Inst65,3,141,0.885
Standard,Inst65,4,102.5,0.889
Standard,Inst65,5,134.2,0.91
Standard,Inst65,6,113.9,0.917
Standard,Inst65,7,145.4,0.907
Standard,Inst65,8,143,0.929
Standard,Inst65,9,116.8,0.905
Standard,Inst65,10,141.1,0.897
Standard,Inst65,11,74.18,0.921
Standard,Inst65,12,126.8,0.892
Standard,Inst65,13,123.3,0.922
Standard,Inst65,14,143.3,0.885
Standard,Inst65,15,143.6,0.916
Standard,Inst65,16,154.6,0.889
Standard,Inst65,17,101.1,0.923
Standard,Inst65,18,120.8,0.929
Standard,Inst65,19,121.5,0.898
Standard,Inst65,20,125.9,0.893
Standard,Inst65,21,153.2,0.903
Standard,Inst65,22,133.5,0.9
Standard,Inst65,23,109.2,0.922
Standard,Inst65,24,106.2,0.889
Standard,Inst65,25,124.3,0.916
Standard,Inst65,26,141.3,0.909
Standard,Inst65,27,93.83,0.905
Standard,Inst65,28,121.5,0.89
Standard,Inst65,29,164.3,0.883
Standard,Inst65,30,171.7,0.921
Standard,Inst66,1,172.4,0.883
Standard,Inst66,2,100.4,0.917
Standard,Inst66,3,145.1,0.922
Standard,Inst66,4,154.9,0.924
Standard,Inst66,5,157.7,0.949
Standard,Inst66,6,190.8,0.934
Standard,Inst66,7,141.7,0.936
Standard,Inst66,8,119.8,0.923
Standard,Inst66,9,129.6,0.947
Standard,Inst66,10,133.4,0.903
Standard,Inst66,11,144.2,0.915
Standard,Inst66,12,160.1,0.914
Standard,Inst66,13,157.6,0.895
Standard,Inst66,14,113.9,0.897
Standard,Inst66,15,130,0.918
Standard,Inst66,16,148.3,0.918
Standard,Inst66,17,160.8,0.947
Standard,Inst66,18,175.3,0.907
Standard,Inst66,19,128.8,0.883
Standard,Inst66,20,147.2,0.918
Standard,Inst66,21,156.8,0.939
Standard,Inst66,22,135.3,0.894
Standard,Inst66,23,157.2,0.902
Standard,Inst66,24,143.3,0.928
Standard,Inst66,25,142.3,0.884
Standard,Inst66,26,161.5,0.911
Standard,Inst66,27,148.5,0.927
Standard,Inst66,28,167.7,0.917
Standard,Inst66,29,142.5,0.949
Standard,Inst66,30,139.9,0.933
Standard,Inst67,1,140.9,0.891
Standard,Inst67,2,140.2,0.907
Standard,Inst67,3,141.1,0.935
Standard,Inst67,4,154.7,0.928
Standard,Inst67,5,173.7,0.902
Standard,Inst67,6,128.8,0.898
Standard,Inst67,7,159.7,0.858
Standard,Inst67,8,167,0.875
Standard,Inst67,9,138.9,0.898
Standard,Inst67,10,173,0.895
Standard,Inst67,11,180.2,0.908
Standard,Inst67,12,125.9,0.904
Standard,Inst67,13,166.3,0.903
Standard,Inst67,14,201.6,0.916
Standard,Inst67,15,134.1,0.878
Standard,Inst67,16,130.9,0.924
Standard,Inst67,17,161.6,0.896
Standard,Inst67,18,135,0.892
Standard,Inst67,19,142.5,0.874
Standard,Inst67,20,157.3,0.891
Standard,Inst67,21,121.6,0.875
Standard,Inst67,22,134.4,0.886
Standard,Inst67,23,194.7,0.885
Standard,Inst67,24,188.1,0.892
Standard,Inst67,25,175.3,0.904
Standard,Inst67,26,135.3,0.879
Standard,Inst67,27,180.4,0.872
Standard,Inst67,28,165.7,0.867
Standard,Inst67,29,176.5,0.896
Standard,Inst67,30,157.8,0.917
Standard,Inst68,1,112.5,0.927
Standard,Inst68,2,127.1,0.897
Standard,Inst68,3,176.9,0.878
Standard,Inst68,4,146.5,0.917
Standard,Inst68,5,130.9,0.904
Standard,Inst68,6,149.2,0.919
Standard,Inst68,7,127.6,0.911
Standard,Inst68,8,165.8,0.916
Standard,Inst68,9,116.9,0.874
Standard,Inst68,10,145.3,0.872
Standard,Inst68,11,143.4,0.895
Standard,Inst68,12,162.1,0.903
Standard,Inst68,13,130.3,0.884
Standard,Inst68,14,147.5,0.867
Standard,Inst68,15,151.5,0.926
Standard,Inst68,16,143.2,0.927
Standard,Inst68,17,114.3,0.887
Standard,Inst68,18,161.6,0.898
Standard,Inst68,19,157,0.884
Standard,Inst68,20,130.6,0.885
Standard,Inst68,21,148.7,0.927
Standard,Inst68,22,129.7,0.906
Standard,Inst68,23,165.1,0.948
Standard,Inst68,24,134.1,0.907
Standard,Inst68,25,115.8,0.92
Standard,Inst68,26,156.2,0.902
Standard,Inst68,27,143,0.889
Standard,Inst68,28,185.3,0.9
Standard,Inst68,29,165.1,0.919
Standard,Inst68,30,172.1,0.86
Standard,Inst69,1,205.7,0.901
Standard,Inst69,2,208.7,0.936
Standard,Inst69,3,237.1,0.907
Standard,Inst69,4,207.3,0.906
Standard,Inst69,5,232.6,0.927
Standard,Inst69,6,241.8,0.908
Standard,Inst69,7,207.7,0.938
Standard,Inst69,8,209.7,0.91
Standard,Inst69,9,231,0.936
Standard,Inst69,10,212.1,0.946
Standard,Inst69,11,228.8,0.93
Standard,Inst69,12,201.6,0.942
Standard,Inst69,13,243.2,0.967
Standard,Inst69,14,206.6,0.926
Standard,Inst69,15,217.4,0.942
Standard,Inst69,16,198,0.95
Standard,Inst69,17,207.6,0.891
Standard,Inst69,18,219.3,0.891
Standard,Inst69,19,231.8,0.934
Standard,Inst69,20,237.3,0.903
Standard,Inst69,21,210.1,0.932
Standard,Inst69,22,177.9,0.937
Standard,Inst69,23,204.3,0.953
Standard,Inst69,24,212.4,0.887
Standard,Inst69,25,215.7,0.967
Standard,Inst69,26,198.2,0.931
Standard,Inst69,27,197.4,0.944
Standard,Inst69,28,226.1,0.917
Standard,Inst69,29,184.4,0.883
Standard,Inst69,30,212.8,0.934
Standard,Inst70,1,181.2,0.875
Standard,Inst70,2,180.6,0.883
Standard,Inst70,3,172.7,0.872
Standard,Inst70,4,149.1,0.916
Standard,Inst70,5,174.9,0.89
Standard,Inst70,6,152.3,0.84
Standard,Inst70,7,207.5,0.88
Standard,Inst70,8,171.9,0.883
Standard,Inst70,9,208.8,0.867
Standard,Inst70,10,179.8,0.895
Standard,Inst70,11,178.5,0.884
Standard,Inst70,12,187.1,0.892
Standard,Inst70,13,158.2,0.89
Standard,Inst70,14,130.2,0.893
Standard,Inst70,15,184.7,0.895
Standard,Inst70,16,175.2,0.856
Standard,Inst70,17,184.8,0.916
Standard,Inst70,18,152.6,0.88
Standard,Inst70,19,197.7,0.882
Standard,Inst70,20,171.6,0.87
Standard,Inst70,21,193.3,0.856
Standard,Inst70,22,158,0.896
Standard,Inst70,23,183.5,0.914
Standard,Inst70,24,143.5,0.879
Standard,Inst70,25,160,0.914
Standard,Inst70,26,185.3,0.887
Standard,Inst70,27,210.6,0.922
Standard,Inst70,28,212.7,0.88
Standard,Inst70,29,181.1,0.869
Standard,Inst70,30,173.4,0.925
Standard,Inst71,1,169.9,0.875
Standard,Inst71,2,156.6,0.9
Standard,Inst71,3,168.5,0.853
Standard,Inst71,4,159.2,0.883
Standard,Inst71,5,148.2,0.881
Standard,Inst71,6,153.4,0.86
Standard,Inst71,7,142.1,0.879
Standard,Inst71,8,160,0.868
Standard,Inst71,9,149.5,0.889
Standard,Inst71,10,126.6,0.847
Standard,Inst71,11,130.1,0.89
Standard,Inst71,12,139.4,0.869
Standard,Inst71,13,125.2,0.886
Standard,Inst71,14,122.9,0.898
Standard,Inst71,15,184.3,0.871
Standard,Inst71,16,136,0.893
Standard,Inst71,17,121.8,0.846
Standard,Inst71,18,165,0.887
Standard,Inst71,19,164.8,0.887
Standard,Inst71,20,161.8,0.831
Standard,Inst71,21,101.3,0.885
Standard,Inst71,22,132.7,0.899
Standard,Inst71,23,140.6,0.88
Standard,Inst71,24,128,0.875
Standard,Inst71,25,136.8,0.881
Standard,Inst71,26,147,0.867
Standard,Inst71,27,138.3,0.887
Standard,Inst71,28,155.5,0.897
Standard,Inst71,29,116.4,0.889
Standard,Inst71,30,155,0.862
Standard,Inst72,1,154.9,0.905
Standard,Inst72,2,151.5,0.909
Standard,Inst72,3,138.1,0.894
Standard,Inst72,4,137.8,0.913
Standard,Inst72,5,173.8,0.905
Standard,Inst72,6,183.3,0.899
Standard,Inst72,7,190,0.874
Standard,Inst72,8,140,0.925
Standard,Inst72,9,202.2,0.872
Standard,Inst72,10,168.1,0.866
Standard,Inst72,11,147.1,0.898
Standard,Inst72,12,181.6,0.909
Standard,Inst72,13,188.9,0.956
Standard,Inst72,14,164.1,0.903
Standard,Inst72,15,175.2,0.897
Standard,Inst72,16,145.9,0.901
Standard,Inst72,17,182.7,0.878
Standard,Inst72,18,171.1,0.938
Standard,Inst72,19,181.2,0.866
Standard,Inst72,20,163.6,0.895
Standard,Inst72,21,178.2,0.895
Standard,Inst72,22,195.7,0.908
Standard,Inst72,23,168.8,0.936
Standard,Inst72,24,176,0.893
Standard,Inst72,25,202.2,0.925
Standard,Inst72,26,172.6,0.888
Standard,Inst72,27,188,0.898
Standard,Inst72,28,149.4,0.87
Standard,Inst72,29,172.5,0.906
Standard,Inst72,30,191.5,0.869
Standard,Inst73,1,190,0.906
Standard,Inst73,2,217.2,0.872
Standard,Inst73,3,230.3,0.907
Standard,Inst73,4,242.7,0.918
Standard,Inst73,5,240.2,0.904
Standard,Inst73,6,212.4,0.903
Standard,Inst73,7,215,0.905
Standard,Inst73,8,179.5,0.886
Standard,Inst73,9,206.4,0.911
Standard,Inst73,10,206.3,0.891
Standard,Inst73,11,205.4,0.904
Standard,Inst73,12,198.5,0.91
Standard,Inst73,13,220.7,0.862
Standard,Inst73,14,181,0.89
Standard,Inst73,15,259,0.91
Standard,Inst73,16,155.6,0.914
Standard,Inst73,17,238.5,0.898
Standard,Inst73,18,196,0.87
Standard,Inst73,19,216.1,0.926
Standard,Inst73,20,148.8,0.872
Standard,Inst73,21,186,0.895
Standard,Inst73,22,221.6,0.913
Standard,Inst73,23,206.4,0.922
Standard,Inst73,24,172,0.885
Standard,Inst73,25,200.1,0.887
Standard,Inst73,26,198.7,0.874
Standard,Inst73,27,221.7,0.905
Standard,Inst73,28,223.7,0.912
Standard,Inst73,29,232.8,0.902
Standard,Inst73,30,261.7,0.911
Standard,Inst74,1,166.5,0.887
Standard,Inst74,2,142.2,0.898
Standard,Inst74,3,173.7,0.878
Standard,Inst74,4,198,0.911
Standard,Inst74,5,175.9,0.84
Standard,Inst74,6,178.7,0.869
Standard,Inst74,7,180.3,0.885
Standard,Inst74,8,169.6,0.893
Standard,Inst74,9,173.3,0.919
Standard,Inst74,10,202.3,0.9
Standard,Inst74,11,168.8,0.904
Standard,Inst74,12,163.6,0.882
Standard,Inst74,13,164.5,0.924
Standard,Inst74,14,174.1,0.892
Standard,Inst74,15,161.7,0.891
Standard,Inst74,16,170.1,0.912
Standard,Inst74,17,179.8,0.887
Standard,Inst74,18,156.2,0.9
Standard,Inst74,19,200.8,0.886
Standard,Inst74,20,190.8,0.871
Standard,Inst74,21,148.1,0.872
Standard,Inst74,22,180,0.917
Standard,Inst74,23,190,0.905
Standard,Inst74,24,180.6,0.887
Standard,Inst74,25,157.7,0.896
Standard,Inst74,26,178.7,0.86
Standard,Inst74,27,160.3,0.911
Standard,Inst74,28,191.5,0.862
Standard,Inst74,29,173.1,0.899
Standard,Inst74,30,195.8,0.897
Standard,Inst75,1,239.1,0.895
Standard,Inst75,2,164.7,0.936
Standard,Inst75,3,227.7,0.93
Standard,Inst75,4,199.9,0.908
Standard,Inst75,5,176.5,0.942
Standard,Inst75,6,185.7,0.917
Standard,Inst75,7,157.7,0.904
Standard,Inst75,8,192,0.924
Standard,Inst75,9,222.9,0.901
Standard,Inst75,10,188.7,0.933
Standard,Inst75,11,213.9,0.902
Standard,Inst75,12,192.9,0.954
Standard,Inst75,13,221,0.898
Standard,Inst75,14,187,0.88
Standard,Inst75,15,207.5,0.942
Standard,Inst75,16,197.1,0.892
Standard,Inst75,17,202.7,0.916
Standard,Inst75,18,190.3,0.905
Standard,Inst75,19,206.9,0.912
Standard,Inst75,20,207.2,0.912
Standard,Inst75,21,194.9,0.889
Standard,Inst75,22,204.8,0.902
Standard,Inst75,23,167.6,0.889
Standard,Inst75,24,176.7,0.887
Standard,Inst75,25,175.8,0.905
Standard,Inst75,26,240.5,0.913
Standard,Inst75,27,197.2,0.916
Standard,Inst75,28,206.9,0.922
Standard,Inst75,29,201.6,0.903
Standard,Inst75,30,213,0.927
Standard,Inst76,1,172.7,0.918
Standard,Inst76,2,160.5,0.92
Standard,Inst76,3,156,0.917
Standard,Inst76,4,227.6,0.888
Standard,Inst76,5,215.9,0.917
Standard,Inst76,6,218.9,0.893
Standard,Inst76,7,216.6,0.935
Standard,Inst76,8,188,0.895
Standard,Inst76,9,245.5,0.922
Standard,Inst76,10,186.8,0.93
Standard,Inst76,11,204.5,0.915
Standard,Inst76,12,203.4,0.889
Standard,Inst76,13,187.3,0.926
Standard,Inst76,14,182.5,0.934
Standard,Inst76,15,172.4,0.94
Standard,Inst76,16,194.7,0.922
Standard,Inst76,17,160.7,0.922
Standard,Inst76,18,220.1,0.934
Standard,Inst76,19,185.7,0.894
Standard,Inst76,20,192.6,0.92
Standard,Inst76,21,212.4,0.902
Standard,Inst76,22,197.8,0.928
Standard,Inst76,23,166.1,0.942
Standard,Inst76,24,177.3,0.919
Standard,Inst76,25,232.6,0.946
Standard,Inst76,26,183.4,0.911
Standard,Inst76,27,227,0.912
Standard,Inst76,28,176.6,0.905
Standard,Inst76,29,183.6,0.918
Standard,Inst76,30,194.2,0.952
Standard,Inst77,1,147.8,0.952
Standard,Inst77,2,171.2,0.913
Standard,Inst77,3,182.8,0.904
Standard,Inst77,4,188,0.92
Standard,Inst77,5,171.4,0.927
Standard,Inst77,6,161,0.942
Standard,Inst77,7,166.1,0.878
Standard,Inst77,8,185.2,0.922
Standard,Inst77,9,189.7,0.939
Standard,Inst77,10,164,0.934
Standard,Inst77,11,162.3,0.956
Standard,Inst77,12,160.3,0.911
Standard,Inst77,13,152.2,0.892
Standard,Inst77,14,196.6,0.909
Standard,Inst77,15,155.1,0.905
Standard,Inst77,16,165.2,0.897
Standard,Inst77,17,234.1,0.881
Standard,Inst77,18,198.3,0.907
Standard,Inst77,19,138.4,0.922
Standard,Inst77,20,181.1,0.951
Standard,Inst77,21,151.4,0.888
Standard,Inst77,22,188.2,0.916
Standard,Inst77,23,184.8,0.915
Standard,Inst77,24,162.4,0.905
Standard,Inst77,25,170.8,0.925
Standard,Inst77,26,173.1,0.892
Standard,Inst77,27,189.2,0.911
Standard,Inst77,28,178.1,0.927
Standard,Inst77,29,137,0.96
Standard,Inst77,30,141.6,0.925
Standard,Inst78,1,191.2,0.895
Standard,Inst78,2,185.6,0.918
Standard,Inst78,3,213.5,0.888
Standard,Inst78,4,165.1,0.888
Standard,Inst78,5,188.2,0.914
Standard,Inst78,6,195,0.918
Standard,Inst78,7,162.7,0.867
Standard,Inst78,8,178.5,0.904
Standard,Inst78,9,209.2,0.878
Standard,Inst78,10,174.4,0.909
Standard,Inst78,11,199.5,0.901
Standard,Inst78,12,224.8,0.881
Standard,Inst78,13,143.5,0.915
Standard,Inst78,14,208.2,0.906
Standard,Inst78,15,211.8,0.892
Standard,Inst78,16,190,0.916
Standard,Inst78,17,190.2,0.909
Standard,Inst78,18,162,0.907
Standard,Inst78,19,164.7,0.912
Standard,Inst78,20,155.7,0.892
Standard,Inst78,21,220.5,0.891
Standard,Inst78,22,198.6,0.903
Standard,Inst78,23,198.8,0.91
Standard,Inst78,24,177.8,0.901
Standard,Inst78,25,156,0.923
Standard,Inst78,26,158.4,0.887
Standard,Inst78,27,183.7,0.912
Standard,Inst78,28,160.6,0.901
Standard,Inst78,29,157.4,0.902
Standard,Inst78,30,183.5,0.917
Standard,Inst79,1,170.9,0.913
Standard,Inst79,2,144.8,0.905
Standard,Inst79,3,172.8,0.922
Standard,Inst79,4,184.3,0.892
Standard,Inst79,5,167.5,0.862
Standard,Inst79,6,179.4,0.917
Standard,Inst79,7,193.4,0.896
Standard,Inst79,8,190.8,0.875
Standard,Inst79,9,189.4,0.906
Standard,Inst79,10,195.1,0.919
Standard,Inst79,11,186.3,0.872
Standard,Inst79,12,202.1,0.876
Standard,Inst79,13,187.2,0.902
Standard,Inst79,14,170.9,0.894
Standard,Inst79,15,190.2,0.893
Standard,Inst79,16,209.5,0.897
Standard,Inst79,17,147.8,0.947
Standard,Inst79,18,163.5,0.882
Standard,Inst79,19,177.6,0.931
Standard,Inst79,20,192.5,0.892
Standard,Inst79,21,197.4,0.886
Standard,Inst79,22,204.4,0.902
Standard,Inst79,23,152.4,0.884
Standard,Inst79,24,165.1,0.903
Standard,Inst79,25,193.6,0.887
Standard,Inst79,26,195,0.876
Standard,Inst79,27,186.1,0.91
Standard,Inst79,28,166.5,0.884
Standard,Inst79,29,174,0.875
Standard,Inst79,30,164.4,0.928
Standard,Inst80,1,168.7,0.909
Standard,Inst80,2,207.5,0.922
Standard,Inst80,3,168.3,0.893
Standard,Inst80,4,189.1,0.902
Standard,Inst80,5,190.6,0.916
Standard,Inst80,6,149.9,0.932
Standard,Inst80,7,144.4,0.878
Standard,Inst80,8,181.5,0.883
Standard,Inst80,9,171.2,0.901
Standard,Inst80,10,243.1,0.935
Standard,Inst80,11,185.2,0.873
Standard,Inst80,12,208.1,0.905
Standard,Inst80,13,169.1,0.875
Standard,Inst80,14,191,0.896
Standard,Inst80,15,148.4,0.898
Standard,Inst80,16,189.3,0.92
Standard,Inst80,17,197,0.885
Standard,Inst80,18,165.8,0.869
Standard,Inst80,19,185,0.916
Standard,Inst80,20,175.4,0.903
Standard,Inst80,21,194.9,0.919
Standard,Inst80,22,190.7,0.915
Standard,Inst80,23,161.7,0.913
Standard,Inst80,24,173,0.928
Standard,Inst80,25,147.7,0.884
Standard,Inst80,26,166.3,0.859
Standard,Inst80,27,126.3,0.89
Standard,Inst80,28,195.7,0.887
Standard,Inst80,29,174,0.923
Standard,Inst80,30,195.3,0.881
Standard,Inst81,1,190.8,0.957
Standard,Inst81,2,193.6,0.979
